,icpsr_id,name,congress,party_status,committee_party_rank,party,state,committee
0,1494,"Capper, Arthur",80,1,1,Republican,KS,"Agriculture, Nutrition, and Forestry"
1,52,"Aiken, George D.",80,1,2,Republican,VT,"Agriculture, Nutrition, and Forestry"
2,1330,"Bushfield, Harlan J.",80,1,3,Republican,SD,"Agriculture, Nutrition, and Forestry"
3,0221,"Wilson, George A.",80,1,4,Republican,IA,"Agriculture, Nutrition, and Forestry"
4,0450,"Young, Milton R.",80,1,5,Republican,ND,"Agriculture, Nutrition, and Forestry"
5,5158,"Kem, James P.",80,1,6,Republican,MO,"Agriculture, Nutrition, and Forestry"
6,9374,"Thye, Edward J.",80,1,7,Republican,MN,"Agriculture, Nutrition, and Forestry"
7,9303,"Thomas, Elmer",80,2,1,Democrat,OK,"Agriculture, Nutrition, and Forestry"
8,2901,"Ellender, Allen J.",80,2,2,Democrat,LA,"Agriculture, Nutrition, and Forestry"
9,5823,"Lucas, Scott W.",80,2,3,Democrat,IL,"Agriculture, Nutrition, and Forestry"
10,8929,"Stewart, A. Tom",80,2,4,Democrat,TN,"Agriculture, Nutrition, and Forestry"
11,4483,"Hoey, Clyde R.",80,2,5,Democrat,NC,"Agriculture, Nutrition, and Forestry"
12,7333,"Pepper, Claude D.",80,2,6,Democrat,FL,"Agriculture, Nutrition, and Forestry"
13,1027,"Bridges, H. Styles",80,1,1,Republican,NH,Appropriations
14,3882,"Gurney, J. Chandler",80,1,2,Republican,SD,Appropriations
15,1071,"Brooks, C. Wayland",80,1,3,Republican,IL,Appropriations
16,7780,"Reed, Clyde M.",80,1,4,Republican,KS,Appropriations
17,394,"Ball, Joseph H.",80,1,5,Republican,MN,Appropriations
18,3110,"Ferguson, Homer",80,1,6,Republican,MI,Appropriations
19,9998,"Wherry, Kenneth S.",80,1,7,Republican,NE,Appropriations
20,2066,"Cordon, Guy",80,1,8,Republican,OR,Appropriations
21,8185,"Saltonstall, Leverett",80,1,9,Republican,MA,Appropriations
22,0450,"Young, Milton R.",80,1,10,Republican,ND,Appropriations
23,5343,"Knowland, William F.",80,1,11,Republican,CA,Appropriations
24,2803,"Dworshak, Henry C.",80,1,12,Republican,ID,Appropriations
25,6293,"McKellar, Kenneth D.",80,2,1,Democrat,TN,Appropriations
26,4227,"Hayden, Carl",80,2,2,Democrat,AZ,Appropriations
27,9303,"Thomas, Elmer",80,2,3,Democrat,OK,Appropriations
28,9538,"Tydings, Millard E.",80,2,4,Democrat,MD,Appropriations
29,8138,"Russell, Richard B.",80,2,5,Democrat,GA,Appropriations
30,6132,"McCarran, Patrick A.",80,2,6,Democrat,NV,Appropriations
31,7126,"Overton, John H.",80,2,7,Democrat,LA,Appropriations
32,7070,"O'Mahoney, Joseph C.",80,2,8,Democrat,WY,Appropriations
33,3783,"Green, Theodore F.",80,2,9,Democrat,RI,Appropriations
34,1678,"Chavez, Dennis",80,7,1,Democrat,NM,Appropriations
35,3882,"Gurney, J. Chandler",80,1,1,Republican,SD,Armed Services
36,1027,"Bridges, H. Styles",80,1,2,Republican,NH,Armed Services
37,7960,"Robertson, Edward V.",80,1,3,Republican,WY,Armed Services
38,0221,"Wilson, George A.",80,1,4,Republican,IA,Armed Services
39,8185,"Saltonstall, Leverett",80,1,5,Republican,MA,Armed Services
40,6738,"Morse, Wayne L.",80,1,6,Republican,OR,Armed Services
41,390,"Baldwin, Raymond E.",80,1,7,Republican,CT,Armed Services
42,9538,"Tydings, Millard E.",80,2,1,Democrat,MD,Armed Services
43,8138,"Russell, Richard B.",80,2,2,Democrat,GA,Armed Services
44,1365,"Byrd, Harry Flood",80,2,3,Democrat,VA,Armed Services
45,4418,"Hill, J. Lister",80,2,4,Democrat,AL,Armed Services
46,5240,"Kilgore, Harley M.",80,2,5,Democrat,WV,Armed Services
47,6107,"Maybank, Burnet R.",80,2,6,Democrat,SC,Armed Services
48,9401,"Tobey, Charles W.",80,1,1,Republican,NH,"Banking, Housing and Urban Affairs"
49,1194,"Buck, C. Douglass",80,1,2,Republican,DE,"Banking, Housing and Urban Affairs"
50,1489,"Capehart, Homer E.",80,1,3,Republican,IN,"Banking, Housing and Urban Affairs"
51,3206,"Flanders, Ralph E.",80,1,4,Republican,VT,"Banking, Housing and Urban Affairs"
52,1395,"Cain, Harry P.",80,1,5,Republican,WA,"Banking, Housing and Urban Affairs"
53,1024,"Bricker, John W.",80,1,6,Republican,OH,"Banking, Housing and Urban Affairs"
54,6137,"McCarthy, Joseph R.",80,1,7,Republican,WI,"Banking, Housing and Urban Affairs"
55,9713,"Wagner, Robert F.",80,2,1,Democrat,NY,"Banking, Housing and Urban Affairs"
56,6107,"Maybank, Burnet R.",80,2,2,Democrat,SC,"Banking, Housing and Urban Affairs"
57,9210,"Taylor, Glen H.",80,2,3,Democrat,ID,"Banking, Housing and Urban Affairs"
58,3388,"Fulbright, J. William",80,2,4,Democrat,AR,"Banking, Housing and Urban Affairs"
59,7958,"Robertson, A. Willis",80,2,5,Democrat,VA,"Banking, Housing and Urban Affairs"
60,8764,"Sparkman, John J.",80,2,6,Democrat,AL,"Banking, Housing and Urban Affairs"
61,1194,"Buck, C. Douglass",80,1,1,Republican,DE,District of Columbia
62,1494,"Capper, Arthur",80,1,2,Republican,KS,District of Columbia
63,394,"Ball, Joseph H.",80,1,3,Republican,MN,District of Columbia
64,3206,"Flanders, Ralph E.",80,1,4,Republican,VT,District of Columbia
65,2052,"Cooper, John Sherman",80,1,5,Republican,KY,District of Columbia
66,1395,"Cain, Harry P.",80,1,6,Republican,WA,District of Columbia
67,5158,"Kem, James P.",80,1,7,Republican,MO,District of Columbia
68,5009,"Johnston, Olin D.",80,2,1,Democrat,SC,District of Columbia
69,4520,"Holland, Spessard L.",80,2,2,Democrat,FL,District of Columbia
70,8764,"Sparkman, John J.",80,2,3,Democrat,AL,District of Columbia
71,9552,"Umstead, William B.",80,2,4,Democrat,NC,District of Columbia
72,6260,"McGrath, J. Howard",80,2,5,Democrat,RI,District of Columbia
73,8883,"Stennis, John C.",80,2,6,Democrat,MS,District of Columbia
74,2803,"Dworshak, Henry C.",80,6,1,Republican,ID,District of Columbia
75,3090,"Feazel, William C.",80,7,1,Democrat,LA,District of Columbia
76,52,"Aiken, George D.",80,1,1,Republican,VT,Governmental Affairs
77,3110,"Ferguson, Homer",80,1,2,Republican,MI,Governmental Affairs
78,4382,"Hickenlooper, Bourke B.",80,1,3,Republican,IA,Governmental Affairs
79,1024,"Bricker, John W.",80,1,4,Republican,OH,Governmental Affairs
80,9374,"Thye, Edward J.",80,1,5,Republican,MN,Governmental Affairs
81,6137,"McCarthy, Joseph R.",80,1,6,Republican,WI,Governmental Affairs
82,4834,"Ives, Irving M.",80,1,7,Republican,NY,Governmental Affairs
83,6151,"McClellan, John L.",80,2,1,Democrat,AR,Governmental Affairs
84,2822,"Eastland, James O.",80,2,2,Democrat,MS,Governmental Affairs
85,4483,"Hoey, Clyde R.",80,2,3,Democrat,NC,Governmental Affairs
86,9210,"Taylor, Glen H.",80,2,4,Democrat,ID,Governmental Affairs
87,7958,"Robertson, A. Willis",80,2,5,Democrat,VA,Governmental Affairs
88,7020,"O'Conor, Herbert R.",80,2,6,Democrat,MD,Governmental Affairs
89,6525,"Millikin, Eugene D.",80,1,1,Republican,CO,Finance
90,9152,"Taft, Robert A.",80,1,2,Republican,OH,Finance
91,1338,"Butler, Hugh A.",80,1,3,Republican,NE,Finance
92,1021,"Brewster, Ralph O.",80,1,4,Republican,ME,Finance
93,1330,"Bushfield, Harlan J.",80,1,5,Republican,SD,Finance
94,4210,"Hawkes, Albert W.",80,1,6,Republican,NJ,Finance
95,6021,"Martin, Edward",80,1,7,Republican,PA,Finance
96,3536,"George, Walter F.",80,2,1,Democrat,GA,Finance
97,437,"Barkley, Alben W.",80,2,2,Democrat,KY,Finance
98,1986,"Connally, Thomas T.",80,2,3,Democrat,TX,Finance
99,1365,"Byrd, Harry Flood",80,2,4,Democrat,VA,Finance
100,4949,"Johnson, Edwin C.",80,2,5,Democrat,CO,Finance
101,5823,"Lucas, Scott W.",80,2,6,Democrat,IL,Finance
102,9604,"Vandenberg, Arthur H.",80,1,1,Republican,MI,Foreign Relations
103,1494,"Capper, Arthur",80,1,2,Republican,KS,Foreign Relations
104,0047,"White, Wallace H. Jr.",80,1,3,Republican,ME,Foreign Relations
105,0110,"Wiley, Alexander",80,1,4,Republican,WI,Foreign Relations
106,8635,"Smith, H. Alexander",80,1,5,Republican,NJ,Foreign Relations
107,4382,"Hickenlooper, Bourke B.",80,1,6,Republican,IA,Foreign Relations
108,5739,"Lodge, Henry Cabot Jr.",80,1,7,Republican,MA,Foreign Relations
109,1986,"Connally, Thomas T.",80,2,1,Democrat,TX,Foreign Relations
110,3536,"George, Walter F.",80,2,2,Democrat,GA,Foreign Relations
111,9713,"Wagner, Robert F.",80,2,3,Democrat,NY,Foreign Relations
112,9291,"Thomas, Elbert D.",80,2,4,Democrat,UT,Foreign Relations
113,437,"Barkley, Alben W.",80,2,5,Democrat,KY,Foreign Relations
114,4184,"Hatch, Carl A.",80,2,6,Democrat,NM,Foreign Relations
115,0047,"White, Wallace H. Jr.",80,1,1,Republican,ME,"Commerce, Science and Transportation"
116,9401,"Tobey, Charles W.",80,1,2,Republican,NH,"Commerce, Science and Transportation"
117,7780,"Reed, Clyde M.",80,1,3,Republican,KS,"Commerce, Science and Transportation"
118,1021,"Brewster, Ralph O.",80,1,4,Republican,ME,"Commerce, Science and Transportation"
119,4210,"Hawkes, Albert W.",80,1,5,Republican,NJ,"Commerce, Science and Transportation"
120,6629,"Moore, Edward H.",80,1,6,Republican,OK,"Commerce, Science and Transportation"
121,1489,"Capehart, Homer E.",80,1,7,Republican,IN,"Commerce, Science and Transportation"
122,4949,"Johnson, Edwin C.",80,2,1,Democrat,CO,"Commerce, Science and Transportation"
123,8929,"Stewart, A. Tom",80,2,2,Democrat,TN,"Commerce, Science and Transportation"
124,6242,"McFarland, Ernest W.",80,2,3,Democrat,AZ,"Commerce, Science and Transportation"
125,5913,"Magnuson, Warren G.",80,2,4,Democrat,WA,"Commerce, Science and Transportation"
126,6836,"Myers, Francis J.",80,2,5,Democrat,PA,"Commerce, Science and Transportation"
127,6346,"McMahon, Brien",80,2,6,Democrat,CT,"Commerce, Science and Transportation"
128,0110,"Wiley, Alexander",80,1,1,Republican,WI,Judiciary
129,5452,"Langer, William",80,1,2,Republican,ND,Judiciary
130,3110,"Ferguson, Homer",80,1,3,Republican,MI,Judiciary
131,7826,"Revercomb, W. Chapman",80,1,4,Republican,WV,Judiciary
132,6629,"Moore, Edward H.",80,1,5,Republican,OK,Judiciary
133,2656,"Donnell, Forrest C.",80,1,6,Republican,MO,Judiciary
134,2052,"Cooper, John Sherman",80,1,7,Republican,KY,Judiciary
135,6132,"McCarran, Patrick A.",80,2,1,Democrat,NV,Judiciary
136,5240,"Kilgore, Harley M.",80,2,2,Democrat,WV,Judiciary
137,2822,"Eastland, James O.",80,2,3,Democrat,MS,Judiciary
138,5913,"Magnuson, Warren G.",80,2,4,Democrat,WA,Judiciary
139,3388,"Fulbright, J. William",80,2,5,Democrat,AR,Judiciary
140,6260,"McGrath, J. Howard",80,2,6,Democrat,RI,Judiciary
141,9152,"Taft, Robert A.",80,1,1,Republican,OH,Labor and Human Resources
142,52,"Aiken, George D.",80,1,2,Republican,VT,Labor and Human Resources
143,394,"Ball, Joseph H.",80,1,3,Republican,MN,Labor and Human Resources
144,8635,"Smith, H. Alexander",80,1,4,Republican,NJ,Labor and Human Resources
145,6738,"Morse, Wayne L.",80,1,5,Republican,OR,Labor and Human Resources
146,2656,"Donnell, Forrest C.",80,1,6,Republican,MO,Labor and Human Resources
147,4922,"Jenner, William E.",80,1,7,Republican,IN,Labor and Human Resources
148,4834,"Ives, Irving M.",80,1,8,Republican,NY,Labor and Human Resources
149,9291,"Thomas, Elbert D.",80,2,1,Democrat,UT,Labor and Human Resources
150,6820,"Murray, James E.",80,2,2,Democrat,MT,Labor and Human Resources
151,7333,"Pepper, Claude D.",80,2,3,Democrat,FL,Labor and Human Resources
152,2901,"Ellender, Allen J.",80,2,4,Democrat,LA,Labor and Human Resources
153,4418,"Hill, J. Lister",80,2,5,Democrat,AL,Labor and Human Resources
154,5452,"Langer, William",80,1,1,Republican,ND,Post Office and Civil Service
155,1194,"Buck, C. Douglass",80,1,2,Republican,DE,Post Office and Civil Service
156,3206,"Flanders, Ralph E.",80,1,3,Republican,VT,Post Office and Civil Service
157,390,"Baldwin, Raymond E.",80,1,4,Republican,CT,Post Office and Civil Service
158,9374,"Thye, Edward J.",80,1,5,Republican,MN,Post Office and Civil Service
159,0163,"Williams, John J.",80,1,6,Republican,DE,Post Office and Civil Service
160,2838,"Ecton, Zales N.",80,1,7,Republican,MT,Post Office and Civil Service
161,1678,"Chavez, Dennis",80,2,1,Democrat,NM,Post Office and Civil Service
162,6293,"McKellar, Kenneth D.",80,2,2,Democrat,TN,Post Office and Civil Service
163,7021,"O'Daniel, W. Lee",80,2,3,Democrat,TX,Post Office and Civil Service
164,5009,"Johnston, Olin D.",80,2,4,Democrat,SC,Post Office and Civil Service
165,9552,"Umstead, William B.",80,2,5,Democrat,NC,Post Office and Civil Service
166,7020,"O'Conor, Herbert R.",80,2,6,Democrat,MD,Post Office and Civil Service
167,8883,"Stennis, John C.",80,7,1,Democrat,MS,Post Office and Civil Service
168,1338,"Butler, Hugh A.",80,1,1,Republican,NE,Energy and Natural Resources
169,6525,"Millikin, Eugene D.",80,1,2,Republican,CO,Energy and Natural Resources
170,7960,"Robertson, Edward V.",80,1,3,Republican,WY,Energy and Natural Resources
171,2066,"Cordon, Guy",80,1,4,Republican,OR,Energy and Natural Resources
172,2803,"Dworshak, Henry C.",80,1,5,Republican,ID,Energy and Natural Resources
173,2838,"Ecton, Zales N.",80,1,6,Republican,MT,Energy and Natural Resources
174,5944,"Malone, George W.",80,1,7,Republican,NV,Energy and Natural Resources
175,9865,"Watkins, Arthur V.",80,1,8,Republican,UT,Energy and Natural Resources
176,4184,"Hatch, Carl A.",80,2,1,Democrat,NM,Energy and Natural Resources
177,7070,"O'Mahoney, Joseph C.",80,2,2,Democrat,WY,Energy and Natural Resources
178,6820,"Murray, James E.",80,2,3,Democrat,MT,Energy and Natural Resources
179,2702,"Downey, Sheridan",80,2,4,Democrat,CA,Energy and Natural Resources
180,6242,"McFarland, Ernest W.",80,2,5,Democrat,AZ,Energy and Natural Resources
181,7826,"Revercomb, W. Chapman",80,1,1,Republican,WV,Environment and Public Works
182,2052,"Cooper, John Sherman",80,1,2,Republican,KY,Environment and Public Works
183,1395,"Cain, Harry P.",80,1,3,Republican,WA,Environment and Public Works
184,6021,"Martin, Edward",80,1,4,Republican,PA,Environment and Public Works
185,9865,"Watkins, Arthur V.",80,1,5,Republican,UT,Environment and Public Works
186,0163,"Williams, John J.",80,1,6,Republican,DE,Environment and Public Works
187,5944,"Malone, George W.",80,1,7,Republican,NV,Environment and Public Works
188,7126,"Overton, John H.",80,2,1,Democrat,LA,Environment and Public Works
189,1678,"Chavez, Dennis",80,2,2,Democrat,NM,Environment and Public Works
190,2702,"Downey, Sheridan",80,2,3,Democrat,CA,Environment and Public Works
191,7021,"O'Daniel, W. Lee",80,2,4,Democrat,TX,Environment and Public Works
192,6151,"McClellan, John L.",80,2,5,Democrat,AR,Environment and Public Works
193,4520,"Holland, Spessard L.",80,2,6,Democrat,FL,Environment and Public Works
194,8764,"Sparkman, John J.",80,7,1,Democrat,AL,Environment and Public Works
195,1071,"Brooks, C. Wayland",80,1,1,Republican,IL,Rules and Administration
196,9998,"Wherry, Kenneth S.",80,1,2,Republican,NE,Rules and Administration
197,4382,"Hickenlooper, Bourke B.",80,1,3,Republican,IA,Rules and Administration
198,5343,"Knowland, William F.",80,1,4,Republican,CA,Rules and Administration
199,5739,"Lodge, Henry Cabot Jr.",80,1,5,Republican,MA,Rules and Administration
200,4922,"Jenner, William E.",80,1,6,Republican,IN,Rules and Administration
201,1024,"Bricker, John W.",80,1,7,Republican,OH,Rules and Administration
202,4834,"Ives, Irving M.",80,1,8,Republican,NY,Rules and Administration
203,4227,"Hayden, Carl",80,2,1,Democrat,AZ,Rules and Administration
204,3783,"Green, Theodore F.",80,2,2,Democrat,RI,Rules and Administration
205,6346,"McMahon, Brien",80,2,3,Democrat,CT,Rules and Administration
206,6836,"Myers, Francis J.",80,2,4,Democrat,PA,Rules and Administration
207,4520,"Holland, Spessard L.",80,2,5,Democrat,FL,Rules and Administration
208,8883,"Stennis, John C.",80,7,1,Democrat,MS,Rules and Administration
209,0047,"White, Wallace H. Jr.",80,1,1,Republican,ME,
210,9998,"Wherry, Kenneth S.",80,1,2,Republican,NE,
211,437,"Barkley, Alben W.",80,2,1,Democrat,KY,
212,5823,"Lucas, Scott W.",80,2,2,Democrat,IL,
213,710,"Bilbo, Theodore G.",80,0,0,Democrat,MS,
214,1090,"Broughton, J. Melville",80,0,0,Democrat,NC,
215,5767,"Long, Russell B.",80,0,0,Democrat,LA,
216,1331,"Bushfield, Vera Cahalan",80,0,0,Republican,SD,
217,6796,"Mundt, Karl E.",80,0,0,Republican,SD,
218,9303,"Thomas, Elmer",81,1,1,Democrat,OK,"Agriculture, Nutrition, and Forestry"
219,2901,"Ellender, Allen J.",81,1,2,Democrat,LA,"Agriculture, Nutrition, and Forestry"
220,5823,"Lucas, Scott W.",81,1,3,Democrat,IL,"Agriculture, Nutrition, and Forestry"
221,4483,"Hoey, Clyde R.",81,1,4,Democrat,NC,"Agriculture, Nutrition, and Forestry"
222,5009,"Johnston, Olin D.",81,1,5,Democrat,SC,"Agriculture, Nutrition, and Forestry"
223,4520,"Holland, Spessard L.",81,1,6,Democrat,FL,"Agriculture, Nutrition, and Forestry"
224,3603,"Gillette, Guy M.",81,1,7,Democrat,IA,"Agriculture, Nutrition, and Forestry"
225,165,"Anderson, Clinton P.",81,1,8,Democrat,NM,"Agriculture, Nutrition, and Forestry"
226,52,"Aiken, George D.",81,2,1,Republican,VT,"Agriculture, Nutrition, and Forestry"
227,0450,"Young, Milton R.",81,2,2,Republican,ND,"Agriculture, Nutrition, and Forestry"
228,9374,"Thye, Edward J.",81,2,3,Republican,MN,"Agriculture, Nutrition, and Forestry"
229,5158,"Kem, James P.",81,2,4,Republican,MO,"Agriculture, Nutrition, and Forestry"
230,4382,"Hickenlooper, Bourke B.",81,2,5,Republican,IA,"Agriculture, Nutrition, and Forestry"
231,6293,"McKellar, Kenneth D.",81,1,1,Democrat,TN,Appropriations
232,4227,"Hayden, Carl",81,1,2,Democrat,AZ,Appropriations
233,9303,"Thomas, Elmer",81,1,3,Democrat,OK,Appropriations
234,8138,"Russell, Richard B.",81,1,4,Democrat,GA,Appropriations
235,6132,"McCarran, Patrick A.",81,1,5,Democrat,NV,Appropriations
236,7070,"O'Mahoney, Joseph C.",81,1,6,Democrat,WY,Appropriations
237,1678,"Chavez, Dennis",81,1,7,Democrat,NM,Appropriations
238,6107,"Maybank, Burnet R.",81,1,8,Democrat,SC,Appropriations
239,2901,"Ellender, Allen J.",81,1,9,Democrat,LA,Appropriations
240,4418,"Hill, J. Lister",81,1,10,Democrat,AL,Appropriations
241,5240,"Kilgore, Harley M.",81,1,11,Democrat,WV,Appropriations
242,6151,"McClellan, John L.",81,1,12,Democrat,AR,Appropriations
243,7958,"Robertson, A. Willis",81,1,13,Democrat,VA,Appropriations
244,1027,"Bridges, H. Styles",81,2,1,Republican,NH,Appropriations
245,3882,"Gurney, J. Chandler",81,2,2,Republican,SD,Appropriations
246,7780,"Reed, Clyde M.",81,2,3,Republican,KS,Appropriations
247,3110,"Ferguson, Homer",81,2,4,Republican,MI,Appropriations
248,9998,"Wherry, Kenneth S.",81,2,5,Republican,NE,Appropriations
249,2066,"Cordon, Guy",81,2,6,Republican,OR,Appropriations
250,8185,"Saltonstall, Leverett",81,2,7,Republican,MA,Appropriations
251,0450,"Young, Milton R.",81,2,8,Republican,ND,Appropriations
252,7958,"Robertson, A. Willis",81,4,13,Democrat,VA,Appropriations
253,5343,"Knowland, William F.",81,5,9,Republican,CA,Appropriations
254,9538,"Tydings, Millard E.",81,1,1,Democrat,MD,Armed Services
255,8138,"Russell, Richard B.",81,1,2,Democrat,GA,Armed Services
256,1365,"Byrd, Harry Flood",81,1,3,Democrat,VA,Armed Services
257,1659,"Chapman, Virgil M.",81,1,4,Democrat,KY,Armed Services
258,4979,"Johnson, Lyndon B.",81,1,5,Democrat,TX,Armed Services
259,5122,"Kefauver, C. Estes",81,1,6,Democrat,TN,Armed Services
260,4747,"Hunt, Lester C.",81,1,7,Democrat,WY,Armed Services
261,1027,"Bridges, H. Styles",81,2,1,Republican,NH,Armed Services
262,3882,"Gurney, J. Chandler",81,2,2,Republican,SD,Armed Services
263,8185,"Saltonstall, Leverett",81,2,3,Republican,MA,Armed Services
264,6738,"Morse, Wayne L.",81,2,4,Republican,OR,Armed Services
265,390,"Baldwin, Raymond E.",81,2,5,Republican,CT,Armed Services
266,5343,"Knowland, William F.",81,2,6,Republican,CA,Armed Services
267,1395,"Cain, Harry P.",81,7,1,Republican,WA,Armed Services
268,6107,"Maybank, Burnet R.",81,1,1,Democrat,SC,"Banking, Housing and Urban Affairs"
269,9713,"Wagner, Robert F.",81,1,2,Democrat,NY,"Banking, Housing and Urban Affairs"
270,9210,"Taylor, Glen H.",81,1,3,Democrat,ID,"Banking, Housing and Urban Affairs"
271,3388,"Fulbright, J. William",81,1,4,Democrat,AR,"Banking, Housing and Urban Affairs"
272,7958,"Robertson, A. Willis",81,1,5,Democrat,VA,"Banking, Housing and Urban Affairs"
273,8764,"Sparkman, John J.",81,1,6,Democrat,AL,"Banking, Housing and Urban Affairs"
274,3349,"Frear, J. Allen Jr.",81,1,7,Democrat,DE,"Banking, Housing and Urban Affairs"
275,2691,"Douglas, Paul H.",81,1,8,Democrat,IL,"Banking, Housing and Urban Affairs"
276,9401,"Tobey, Charles W.",81,2,1,Republican,NH,"Banking, Housing and Urban Affairs"
277,1489,"Capehart, Homer E.",81,2,2,Republican,IN,"Banking, Housing and Urban Affairs"
278,3206,"Flanders, Ralph E.",81,2,3,Republican,VT,"Banking, Housing and Urban Affairs"
279,1395,"Cain, Harry P.",81,2,4,Republican,WA,"Banking, Housing and Urban Affairs"
280,1024,"Bricker, John W.",81,2,5,Republican,OH,"Banking, Housing and Urban Affairs"
281,5767,"Long, Russell B.",81,6,1,Democrat,LA,"Banking, Housing and Urban Affairs"
282,4834,"Ives, Irving M.",81,7,1,Republican,NY,"Banking, Housing and Urban Affairs"
283,6260,"McGrath, J. Howard",81,1,1,Democrat,RI,District of Columbia
284,5009,"Johnston, Olin D.",81,1,2,Democrat,SC,District of Columbia
285,6856,"Neely, Matthew M.",81,1,3,Democrat,WV,District of Columbia
286,5122,"Kefauver, C. Estes",81,1,4,Democrat,TN,District of Columbia
287,4747,"Hunt, Lester C.",81,1,5,Democrat,WY,District of Columbia
288,3349,"Frear, J. Allen Jr.",81,1,6,Democrat,DE,District of Columbia
289,6475,"Miller, Bert H.",81,1,7,Democrat,ID,District of Columbia
290,0163,"Williams, John J.",81,2,1,Republican,DE,District of Columbia
291,6137,"McCarthy, Joseph R.",81,2,2,Republican,WI,District of Columbia
292,6796,"Mundt, Karl E.",81,2,3,Republican,SD,District of Columbia
293,8666,"Smith, Margaret Chase",81,2,4,Republican,ME,District of Columbia
294,8270,"Schoeppel, Andrew F.",81,2,5,Republican,KS,District of Columbia
295,4321,"Hendrickson, Robert C.",81,2,6,Republican,NJ,District of Columbia
296,5539,"Leahy, Edward L.",81,6,1,Democrat,RI,District of Columbia
297,7333,"Pepper, Claude D.",81,6,2,Democrat,FL,District of Columbia
298,7229,"Pastore, John O.",81,6,3,Democrat,RI,District of Columbia
299,2751,"Dulles, John Foster",81,7,1,Republican,NY,District of Columbia
300,2803,"Dworshak, Henry C.",81,7,2,Republican,ID,District of Columbia
301,2333,"Darby, Harry",81,7,3,Republican,KS,District of Columbia
302,6939,"Nixon, Richard M.",81,7,4,Republican,CA,District of Columbia
303,6151,"McClellan, John L.",81,1,1,Democrat,AR,Governmental Affairs
304,2822,"Eastland, James O.",81,1,2,Democrat,MS,Governmental Affairs
305,4483,"Hoey, Clyde R.",81,1,3,Democrat,NC,Governmental Affairs
306,9210,"Taylor, Glen H.",81,1,4,Democrat,ID,Governmental Affairs
307,7020,"O'Conor, Herbert R.",81,1,5,Democrat,MD,Governmental Affairs
308,5767,"Long, Russell B.",81,1,6,Democrat,LA,Governmental Affairs
309,4728,"Humphrey, Hubert H. Jr.",81,1,7,,MN,Governmental Affairs
310,6137,"McCarthy, Joseph R.",81,2,1,Republican,WI,Governmental Affairs
311,4834,"Ives, Irving M.",81,2,2,Republican,NY,Governmental Affairs
312,6796,"Mundt, Karl E.",81,2,3,Republican,SD,Governmental Affairs
313,8666,"Smith, Margaret Chase",81,2,4,Republican,ME,Governmental Affairs
314,8270,"Schoeppel, Andrew F.",81,2,5,Republican,KS,Governmental Affairs
315,9604,"Vandenberg, Arthur H.",81,2,6,Republican,MI,Governmental Affairs
316,7958,"Robertson, A. Willis",81,6,1,Democrat,VA,Governmental Affairs
317,5539,"Leahy, Edward L.",81,6,2,Democrat,RI,Governmental Affairs
318,659,"Benton, William",81,6,3,Democrat,CT,Governmental Affairs
319,7229,"Pastore, John O.",81,6,4,Democrat,RI,Governmental Affairs
320,3536,"George, Walter F.",81,1,1,Democrat,GA,Finance
321,1986,"Connally, Thomas T.",81,1,2,Democrat,TX,Finance
322,1365,"Byrd, Harry Flood",81,1,3,Democrat,VA,Finance
323,4949,"Johnson, Edwin C.",81,1,4,Democrat,CO,Finance
324,5823,"Lucas, Scott W.",81,1,5,Democrat,IL,Finance
325,4483,"Hoey, Clyde R.",81,1,6,Democrat,NC,Finance
326,6260,"McGrath, J. Howard",81,1,7,Democrat,RI,Finance
327,6525,"Millikin, Eugene D.",81,2,1,Republican,CO,Finance
328,9152,"Taft, Robert A.",81,2,2,Republican,OH,Finance
329,1338,"Butler, Hugh A.",81,2,3,Republican,NE,Finance
330,1021,"Brewster, Ralph O.",81,2,4,Republican,ME,Finance
331,6021,"Martin, Edward",81,2,5,Republican,PA,Finance
332,0163,"Williams, John J.",81,2,6,Republican,DE,Finance
333,6836,"Myers, Francis J.",81,4,8,Democrat,PA,Finance
334,5213,"Kerr, Robert S.",81,6,1,Democrat,OK,Finance
335,1986,"Connally, Thomas T.",81,1,1,Democrat,TX,Foreign Relations
336,3536,"George, Walter F.",81,1,2,Democrat,GA,Foreign Relations
337,9291,"Thomas, Elbert D.",81,1,3,Democrat,UT,Foreign Relations
338,9538,"Tydings, Millard E.",81,1,4,Democrat,MD,Foreign Relations
339,7333,"Pepper, Claude D.",81,1,5,Democrat,FL,Foreign Relations
340,3783,"Green, Theodore F.",81,1,6,Democrat,RI,Foreign Relations
341,6346,"McMahon, Brien",81,1,7,Democrat,CT,Foreign Relations
342,3388,"Fulbright, J. William",81,1,8,Democrat,AR,Foreign Relations
343,9604,"Vandenberg, Arthur H.",81,2,1,Republican,MI,Foreign Relations
344,0110,"Wiley, Alexander",81,2,2,Republican,WI,Foreign Relations
345,8635,"Smith, H. Alexander",81,2,3,Republican,NJ,Foreign Relations
346,4382,"Hickenlooper, Bourke B.",81,2,4,Republican,IA,Foreign Relations
347,5739,"Lodge, Henry Cabot Jr.",81,2,5,Republican,MA,Foreign Relations
348,7070,"O'Mahoney, Joseph C.",81,1,1,Democrat,WY,Energy and Natural Resources
349,6820,"Murray, James E.",81,1,2,Democrat,MT,Energy and Natural Resources
350,2702,"Downey, Sheridan",81,1,3,Democrat,CA,Energy and Natural Resources
